Major Category,Major,Year,Degree,Completions
Math & Statistics,Financial Mathematics,2013,Bachelors Degree,4
Math & Statistics,Other Applied Mathematics,2013,Bachelors Degree,0
Math & Statistics,General Statistics,2013,Bachelors Degree,26
Math & Statistics,Other Mathematics & Statistics,2013,Bachelors Degree,27
Interdisciplinary Studies,General Interdisciplinary Studies,2013,Bachelors Degree,28
Interdisciplinary Studies,Biological & Physical Sciences,2013,Bachelors Degree,49
Interdisciplinary Studies,Peace Studies & Conflict Resolution,2013,Bachelors Degree,3
Interdisciplinary Studies,Mathematics & Computer Science,2013,Bachelors Degree,5
Interdisciplinary Studies,Biopsychology,2013,Bachelors Degree,5
Interdisciplinary Studies,Gerontology,2013,Bachelors Degree,8
Interdisciplinary Studies,Other Historic Preservation & Conservation,2013,Bachelors Degree,0
Interdisciplinary Studies,Medieval & Renaissance Studies,2013,Bachelors Degree,1
Interdisciplinary Studies,Natural Sciences,2013,Bachelors Degree,0
Interdisciplinary Studies,International & Global Studies,2013,Bachelors Degree,8
Interdisciplinary Studies,Ancient Civilization Studies,2013,Bachelors Degree,2
Interdisciplinary Studies,"Cultural Studies, Critical Theory, & Analysis",2013,Bachelors Degree,9
Interdisciplinary Studies,Sustainability Studies,2013,Bachelors Degree,1
Interdisciplinary Studies,Other Multidisciplinary Studies,2013,Bachelors Degree,126
"Parks, Recreation, & Leisure","Parks, Recreation, & Leisure Studies",2013,Bachelors Degree,12
"Parks, Recreation, & Leisure","General Parks, Recreation, & Leisure Facilities Management",2013,Bachelors Degree,20
"Parks, Recreation, & Leisure",General Health & Physical Education,2013,Bachelors Degree,17
"Parks, Recreation, & Leisure",Sport & Fitness Management,2013,Bachelors Degree,122
"Parks, Recreation, & Leisure",Kinesiology & Exercise Science,2013,Bachelors Degree,102
Philosophy and Religious Studies,General Philosophy & Religious Studies,2013,Bachelors Degree,9
Philosophy and Religious Studies,Philosophy,2013,Bachelors Degree,355
Philosophy and Religious Studies,Other Philosophy,2013,Bachelors Degree,3
Philosophy and Religious Studies,Religious Studies,2013,Bachelors Degree,74
Philosophy and Religious Studies,Judaic Studies,2013,Bachelors Degree,57
Philosophy and Religious Studies,Other Philosophy & Religious Studies,2013,Bachelors Degree,26
Theology,Religious Education,2013,Bachelors Degree,33
Theology,Religious & Sacred Music,2013,Bachelors Degree,0
Theology,Theological Studies,2013,Bachelors Degree,85
Theology,Talmudic Studies,2013,Bachelors Degree,565
Physical Sciences,Physical Sciences,2013,Bachelors Degree,59
Physical Sciences,Astronomy,2013,Bachelors Degree,3
Physical Sciences,Astrophysics,2013,Bachelors Degree,4
Physical Sciences,General Atmospheric Sciences & Meteorology,2013,Bachelors Degree,19
Physical Sciences,General Chemistry,2013,Bachelors Degree,300
Physical Sciences,Chemical Physics,2013,Bachelors Degree,0
Physical Sciences,Other Chemistry,2013,Bachelors Degree,0
Physical Sciences,General Geology & Earch Science,2013,Bachelors Degree,62
Physical Sciences,General Physics,2013,Bachelors Degree,116
Physical Sciences,Materials Science,2013,Bachelors Degree,9
Physical Sciences,Other Physical Sciences,2013,Bachelors Degree,68
Science Technologies,Other Science Technologies,2013,Bachelors Degree,0
Psychology,General Psychology,2013,Bachelors Degree,4231
Psychology,Personality Psychology,2013,Bachelors Degree,1
Psychology,Physiological Psychology & Psychobiology,2013,Bachelors Degree,6
Psychology,Other Research & Experimental Psychology,2013,Bachelors Degree,134
Psychology,Industrial & Organizational Psychology,2013,Bachelors Degree,18
Psychology,Forensic Psychology,2013,Bachelors Degree,401
Psychology,Applied Psychology,2013,Bachelors Degree,69
Protective Services,Corrections,2013,Bachelors Degree,6
Protective Services,General Law ,2013,Bachelors Degree,1712
Protective Services,Criminal Justice - Safety Studies,2013,Bachelors Degree,20
Protective Services,Forensic Science & Technology,2013,Bachelors Degree,40
Protective Services,Securities Services Management,2013,Bachelors Degree,61
Protective Services,Other Corrections & Criminal Justice,2013,Bachelors Degree,113
Protective Services,Fire Services Administration,2013,Bachelors Degree,16
Protective Services,Fire Science & Fire-Fighting,2013,Bachelors Degree,10
Public Administration and Social Service,General Human Services,2013,Bachelors Degree,98
Public Administration and Social Service,Community Organization & Advocacy,2013,Bachelors Degree,342
Public Administration and Social Service,Public Administration,2013,Bachelors Degree,127
Public Administration and Social Service,General Public Policy Analysis,2013,Bachelors Degree,0
Public Administration and Social Service,Social Work,2013,Bachelors Degree,348
Public Administration and Social Service,Other Public Administration & Social Service Professions,2013,Bachelors Degree,6
Social Sciences,General Social Sciences,2013,Bachelors Degree,129
Social Sciences,Anthropology,2013,Bachelors Degree,395
Social Sciences,Archeology,2013,Bachelors Degree,10
Social Sciences,Criminology,2013,Bachelors Degree,139
Social Sciences,General Economics,2013,Bachelors Degree,1738
Social Sciences,Econometrics & Quantitative Economics,2013,Bachelors Degree,6
Social Sciences,Developmental Economics & International Development,2013,Bachelors Degree,32
Social Sciences,Other Economics,2013,Bachelors Degree,1
Social Sciences,Geography,2013,Bachelors Degree,36
Social Sciences,International Relations & Affairs,2013,Bachelors Degree,178
Social Sciences,Political Science,2013,Bachelors Degree,1415
Social Sciences,Sociology,2013,Bachelors Degree,1212
Social Sciences,Urban Studies,2013,Bachelors Degree,233
Social Sciences,Sociology & Anthropology,2013,Bachelors Degree,134
Social Sciences,Other Social Sciences,2013,Bachelors Degree,196
Mechanical Technologies,Airframe Mechanics & Aircraft Maintenance Technology,2013,Bachelors Degree,2
Transportation,Airway Management & Operations,2013,Bachelors Degree,121
Visual & Performing Arts,General Visual & Performing Arts,2013,Bachelors Degree,0
Visual & Performing Arts,Digital Arts,2013,Bachelors Degree,7
Visual & Performing Arts,General Dance,2013,Bachelors Degree,151
Visual & Performing Arts,General Design & Visual Communications,2013,Bachelors Degree,382
Visual & Performing Arts,Commercial & Advertising Art,2013,Bachelors Degree,83
Visual & Performing Arts,Industrial & Product Design,2013,Bachelors Degree,137
Visual & Performing Arts,Commercial Photography,2013,Bachelors Degree,38
Visual & Performing Arts,Fashion & Apparel Design,2013,Bachelors Degree,507
Visual & Performing Arts,Interior Design,2013,Bachelors Degree,163
Visual & Performing Arts,Graphic Design,2013,Bachelors Degree,309
Visual & Performing Arts,Illustration,2013,Bachelors Degree,264
Visual & Performing Arts,Other Design & Applied Arts,2013,Bachelors Degree,161
Visual & Performing Arts,General Drama & Theater Arts,2013,Bachelors Degree,760
Visual & Performing Arts,Technical Theatre Design & Technology,2013,Bachelors Degree,8
Visual & Performing Arts,Acting,2013,Bachelors Degree,46
Visual & Performing Arts,Directing & Theatrical Production,2013,Bachelors Degree,0
Visual & Performing Arts,Musical Theatre,2013,Bachelors Degree,14
Visual & Performing Arts,Other Dramatic Arts & Stagecraft,2013,Bachelors Degree,163
Visual & Performing Arts,"Film, Cinema, & Video Studies",2013,Bachelors Degree,108
Visual & Performing Arts,Cinematography & Film Production,2013,Bachelors Degree,498
Visual & Performing Arts,Photography,2013,Bachelors Degree,251
Visual & Performing Arts,Other Film & Photographic Arts,2013,Bachelors Degree,106
Visual & Performing Arts,General Art Studies,2013,Bachelors Degree,24
Visual & Performing Arts,General Fine Studio Arts,2013,Bachelors Degree,727
Visual & Performing Arts,"Art History, Criticism, & Conservation",2013,Bachelors Degree,224
Visual & Performing Arts,Sculpture,2013,Bachelors Degree,9
Visual & Performing Arts,Other Fine Arts & Art Studies,2013,Bachelors Degree,99
Visual & Performing Arts,General Music,2013,Bachelors Degree,117
Visual & Performing Arts,General Music Performance,2013,Bachelors Degree,259
Visual & Performing Arts,Music Theory & Composition,2013,Bachelors Degree,11
Visual & Performing Arts,Keyboard Instruments,2013,Bachelors Degree,19
Visual & Performing Arts,Voice & Opera,2013,Bachelors Degree,14
Visual & Performing Arts,Jazz & Jazz Studies,2013,Bachelors Degree,57
Visual & Performing Arts,Stringed Instruments,2013,Bachelors Degree,34
Visual & Performing Arts,Woodwind Instruments,2013,Bachelors Degree,22
Visual & Performing Arts,Fine & Studio Arts Management,2013,Bachelors Degree,46
Visual & Performing Arts,Theatre Arts Management,2013,Bachelors Degree,26
Visual & Performing Arts,Other Visual & Performing Arts,2013,Bachelors Degree,125
Health,General Health Services,2013,Bachelors Degree,34
Health,General Health & Wellness,2013,Bachelors Degree,0
Health,General Communication Sciences & Disorders,2013,Bachelors Degree,107
Health,Audiology,2013,Bachelors Degree,1
Health,Speech-Language Pathology,2013,Bachelors Degree,15
Health,Audiology & Speech-Language Pathology,2013,Bachelors Degree,227
Health,Dental Hygiene,2013,Bachelors Degree,8
Health,Health Care Administration & Management,2013,Bachelors Degree,125
Health,Hospital & Health Care Facilities Management,2013,Bachelors Degree,194
Health,Health Information & Medical Records Administration,2013,Bachelors Degree,15
Health,Health Information & Medical Records Technology,2013,Bachelors Degree,3
Health,Pathology Assistant,2013,Bachelors Degree,0
Health,Other Allied Health & Medical Assisting Services,2013,Bachelors Degree,10
Health,Nuclear Medical Technologist,2013,Bachelors Degree,6
Health,Radiation Therapist,2013,Bachelors Degree,35
Health,Respiratory Care Therapist,2013,Bachelors Degree,20
Health,Diagnostic Medical Sonography & Ultrasound Technician,2013,Bachelors Degree,0
Health,Radiographer,2013,Bachelors Degree,27
Health,Physician Assistant,2013,Bachelors Degree,206
Health,Athletic Trainer,2013,Bachelors Degree,4
Health,Clinical Laboratory Technologist,2013,Bachelors Degree,116
Health,Pre-Occupational Therapy Studies,2013,Bachelors Degree,0
Health,Pre-Optometry Studies,2013,Bachelors Degree,0
Health,Pre-Physical Therapy Studies,2013,Bachelors Degree,0
Health,General Public Health,2013,Bachelors Degree,0
Health,Public Health Education & Promotion,2013,Bachelors Degree,89
Health,Community Health & Preventative Medicine,2013,Bachelors Degree,73
Health,Health Services Administration,2013,Bachelors Degree,136
Health,Occupational Therapy,2013,Bachelors Degree,17
Health,Physical Therapy,2013,Bachelors Degree,4
Health,Therapeutic Recreation Therapy,2013,Bachelors Degree,22
Health,Dietetics,2013,Bachelors Degree,49
Health,Asian Bodywork Therapy,2013,Bachelors Degree,0
Health,Movement Therapy & Movement Education,2013,Bachelors Degree,12
Health,Registered Nursing,2013,Bachelors Degree,1887
Health,Nursing Administration,2013,Bachelors Degree,0
Health,Adult Health Nurse,2013,Bachelors Degree,0
Health,Nurse Education,2013,Bachelors Degree,53
Health,Nursing Practice,2013,Bachelors Degree,0
Health,"Other Registered Nursing, Nursing Administration, Nursing Research, & Clinical Nursing",2013,Bachelors Degree,0
Health,"Other Practical Nursing, Vocational Nursing, & Nursing Assistants",2013,Bachelors Degree,48
Health,Other Health Professions & Related Clinical Sciences,2013,Bachelors Degree,473
Business,General Business,2013,Bachelors Degree,512
Business,General Business Admin & Mgt,2013,Bachelors Degree,2341
Business,Transportation Management,2013,Bachelors Degree,117
Business,Organizational Leadership,2013,Bachelors Degree,23
Business,"Other Business Administration, Management, & Operations",2013,Bachelors Degree,74
Business,Accounting,2013,Bachelors Degree,2757
Business,Accounting & Finance,2013,Bachelors Degree,25
Business,Business & Corporate Communications,2013,Bachelors Degree,242
Business,Business & Managerial Economics,2013,Bachelors Degree,208
Business,Entrepreneurial Studies,2013,Bachelors Degree,140
Business,Other Small Business & Entrepreneurial Operations,2013,Bachelors Degree,8
Business,General Finance,2013,Bachelors Degree,1735
Business,Financial Planning & Services,2013,Bachelors Degree,23
Business,General Hospitality Management,2013,Bachelors Degree,302
Business,Hotel Administration & Management,2013,Bachelors Degree,64
Business,General Human Resources Management & Personnel Administration,2013,Bachelors Degree,11
Business,Labor & Industrial Relations,2013,Bachelors Degree,53
Business,Labor Studies,2013,Bachelors Degree,8
Business,"International Business, Trade, & Commerce",2013,Bachelors Degree,259
Business,General Management Information Systems,2013,Bachelors Degree,162
Business,Business Statistics,2013,Bachelors Degree,20
Business,Actuarial Science,2013,Bachelors Degree,64
Business,Other Management Sciences & Quantitative Methods,2013,Bachelors Degree,4
Business,General Marketing & Marketing Management,2013,Bachelors Degree,317
